"MODE,FREQUENCY,PERIOD,PARTIC.FACTOR,RATIO,EFFECTIVE MASS,MASS FRACTION,TO TOTAL MASS"
"1,0.00000,0.0000,0.73654E-01,0.277626,0.542494E-02,0.518536E-01,0.518536E-01"
"970,7448.82,0.13425E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"971,7456.20,0.13412E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"972,7468.85,0.13389E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"973,7477.09,0.13374E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"974,7504.52,0.13325E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"975,7508.95,0.13317E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"976,7524.38,0.13290E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"977,7527.71,0.13284E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"978,7547.09,0.13250E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"979,7556.13,0.13234E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"980,7573.66,0.13204E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"981,7594.23,0.13168E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"982,7605.77,0.13148E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"983,7614.16,0.13133E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"984,7623.46,0.13117E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"985,7626.88,0.13112E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"986,7641.69,0.13086E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"987,7643.64,0.13083E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"988,7653.68,0.13066E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"989,7660.15,0.13055E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"990,7668.46,0.13040E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"991,7674.49,0.13030E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"992,7682.52,0.13017E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"993,7697.59,0.12991E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"994,7707.49,0.12974E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"995,7715.38,0.12961E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"996,7732.76,0.12932E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"997,7743.71,0.12914E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"998,7747.48,0.12907E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"999,7751.38,0.12901E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"1000,7759.69,0.12887E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
-----------------------------------------------------------------------------------------------------------------
"sum,,0.104620,1.00000,"
-----------------------------------------------------------------------------------------------------------------
